event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date,gender,postseason,season,winner,loser,win_score,lose_score
Santa Clara Rage Home Tournament 2020,College,250338,Santa Clara,4,California-San Diego B,9,3/7/20,Women,0,2020,California-San Diego B,Santa Clara,9,4
Santa Clara Rage Home Tournament 2020,College,250339,San Diego State University,9,Nevada-Reno,5,3/7/20,Women,0,2020,San Diego State University,Nevada-Reno,9,5
Santa Clara Rage Home Tournament 2020,College,250340,Santa Clara,11,California B,3,3/7/20,Women,0,2020,Santa Clara,California B,11,3
Santa Clara Rage Home Tournament 2020,College,250341,San Diego State University,9,Santa Clara,3,3/7/20,Women,0,2020,San Diego State University,Santa Clara,9,3
Santa Clara Rage Home Tournament 2020,College,250342,California-San Diego B,9,California B,3,3/7/20,Women,0,2020,California-San Diego B,California B,9,3
Santa Clara Rage Home Tournament 2020,College,250343,Occidental,12,California-Davis B,4,3/7/20,Women,0,2020,Occidental,California-Davis B,12,4
Santa Clara Rage Home Tournament 2020,College,250344,Cal Poly SLO B,6,Sonoma State,9,3/7/20,Women,0,2020,Sonoma State,Cal Poly SLO B,9,6
Santa Clara Rage Home Tournament 2020,College,250345,Occidental,12,Cal Poly SLO B,1,3/7/20,Women,0,2020,Occidental,Cal Poly SLO B,12,1
Santa Clara Rage Home Tournament 2020,College,250346,Cal State-Long Beach,10,Sonoma State,3,3/7/20,Women,0,2020,Cal State-Long Beach,Sonoma State,10,3
Santa Clara Rage Home Tournament 2020,College,250347,Sonoma State,9,California-Davis B,2,3/7/20,Women,0,2020,Sonoma State,California-Davis B,9,2
Santa Clara Rage Home Tournament 2020,College,250348,Cal State-Long Beach,13,Cal Poly SLO B,2,3/7/20,Women,0,2020,Cal State-Long Beach,Cal Poly SLO B,13,2
Santa Clara Rage Home Tournament 2020,College,250349,Occidental,7,Sonoma State,5,3/7/20,Women,0,2020,Occidental,Sonoma State,7,5
Santa Clara Rage Home Tournament 2020,College,250350,Cal State-Long Beach,9,California-Davis B,2,3/7/20,Women,0,2020,Cal State-Long Beach,California-Davis B,9,2
Santa Clara Rage Home Tournament 2020,College,250351,Occidental,9,Cal State-Long Beach,7,3/7/20,Women,0,2020,Occidental,Cal State-Long Beach,9,7
Santa Clara Rage Home Tournament 2020,College,250352,Cal Poly SLO B,4,California-Davis B,10,3/7/20,Women,0,2020,California-Davis B,Cal Poly SLO B,10,4
Santa Clara Rage Home Tournament 2020,College,250353,Nevada-Reno,6,Cal State-Long Beach,9,3/8/20,Women,0,2020,Cal State-Long Beach,Nevada-Reno,9,6
Santa Clara Rage Home Tournament 2020,College,250354,Sonoma State,6,California-San Diego B,8,3/8/20,Women,0,2020,California-San Diego B,Sonoma State,8,6
Santa Clara Rage Home Tournament 2020,College,250355,San Diego State University,6,Cal State-Long Beach,7,3/8/20,Women,0,2020,Cal State-Long Beach,San Diego State University,7,6
Santa Clara Rage Home Tournament 2020,College,250356,California-San Diego B,2,Occidental,7,3/8/20,Women,0,2020,Occidental,California-San Diego B,7,2
Santa Clara Rage Home Tournament 2020,College,250357,Cal State-Long Beach,7,Occidental,8,3/8/20,Women,0,2020,Occidental,Cal State-Long Beach,8,7
Santa Clara Rage Home Tournament 2020,College,250358,San Diego State University,10,California-San Diego B,6,3/8/20,Women,0,2020,San Diego State University,California-San Diego B,10,6
Santa Clara Rage Home Tournament 2020,College,250359,Nevada-Reno,9,Sonoma State,4,3/8/20,Women,0,2020,Nevada-Reno,Sonoma State,9,4
Santa Clara Rage Home Tournament 2020,College,250360,Santa Clara,11,California-Davis B,4,3/8/20,Women,0,2020,Santa Clara,California-Davis B,11,4
Santa Clara Rage Home Tournament 2020,College,250361,California B,5,Cal Poly SLO B,12,3/8/20,Women,0,2020,Cal Poly SLO B,California B,12,5
Santa Clara Rage Home Tournament 2020,College,250362,Santa Clara,13,Cal Poly SLO B,5,3/8/20,Women,0,2020,Santa Clara,Cal Poly SLO B,13,5
Santa Clara Rage Home Tournament 2020,College,250363,California-Davis B,7,California B,6,3/8/20,Women,0,2020,California-Davis B,California B,7,6
Midwest Throwdown 2020,College,250390,Northwestern,13,Knox,0,3/7/20,Women,0,2020,Northwestern,Knox,13,0
Midwest Throwdown 2020,College,250391,Wisconsin-Eau Claire,8,Washington University B,9,3/7/20,Women,0,2020,Washington University B,Wisconsin-Eau Claire,9,8
Midwest Throwdown 2020,College,250392,Northwestern,13,Washington University B,0,3/7/20,Women,0,2020,Northwestern,Washington University B,13,0
Midwest Throwdown 2020,College,250393,Wisconsin-Eau Claire,8,Knox,5,3/7/20,Women,0,2020,Wisconsin-Eau Claire,Knox,8,5
Midwest Throwdown 2020,College,250394,Northwestern,13,Wisconsin-Eau Claire,1,3/7/20,Women,0,2020,Northwestern,Wisconsin-Eau Claire,13,1
Midwest Throwdown 2020,College,250395,Knox,4,Washington University B,9,3/7/20,Women,0,2020,Washington University B,Knox,9,4
Midwest Throwdown 2020,College,250396,Truman State,12,Luther,2,3/7/20,Women,0,2020,Truman State,Luther,12,2
Midwest Throwdown 2020,College,250397,Minnesota-Duluth,10,Northwestern B,2,3/7/20,Women,0,2020,Minnesota-Duluth,Northwestern B,10,2
Midwest Throwdown 2020,College,250398,Truman State,9,Northwestern B,1,3/7/20,Women,0,2020,Truman State,Northwestern B,9,1
Midwest Throwdown 2020,College,250399,Minnesota-Duluth,8,Luther,3,3/7/20,Women,0,2020,Minnesota-Duluth,Luther,8,3
Midwest Throwdown 2020,College,250400,Truman State,11,Minnesota-Duluth,4,3/7/20,Women,0,2020,Truman State,Minnesota-Duluth,11,4
Midwest Throwdown 2020,College,250401,Luther,8,Northwestern B,3,3/7/20,Women,0,2020,Luther,Northwestern B,8,3
Midwest Throwdown 2020,College,250402,Colorado State,7,Illinois,4,3/7/20,Women,0,2020,Colorado State,Illinois,7,4
Midwest Throwdown 2020,College,250403,John Brown,13,Kansas State,2,3/7/20,Women,0,2020,John Brown,Kansas State,13,2
Midwest Throwdown 2020,College,250404,Colorado State,11,Kansas State,3,3/7/20,Women,0,2020,Colorado State,Kansas State,11,3
Midwest Throwdown 2020,College,250405,John Brown,13,Illinois,3,3/7/20,Women,0,2020,John Brown,Illinois,13,3
Midwest Throwdown 2020,College,250406,Colorado State,10,John Brown,5,3/7/20,Women,0,2020,Colorado State,John Brown,10,5
Midwest Throwdown 2020,College,250407,Illinois,12,Kansas State,5,3/7/20,Women,0,2020,Illinois,Kansas State,12,5
Midwest Throwdown 2020,College,250414,Texas-Dallas,11,Drake University,1,3/7/20,Women,0,2020,Texas-Dallas,Drake University,11,1
Midwest Throwdown 2020,College,250415,Wisconsin-Milwaukee,7,Macalester,5,3/7/20,Women,0,2020,Wisconsin-Milwaukee,Macalester,7,5
Midwest Throwdown 2020,College,250416,Texas-Dallas,11,Macalester,4,3/7/20,Women,0,2020,Texas-Dallas,Macalester,11,4
Midwest Throwdown 2020,College,250417,Wisconsin-Milwaukee,12,Drake University,5,3/7/20,Women,0,2020,Wisconsin-Milwaukee,Drake University,12,5
Midwest Throwdown 2020,College,250418,Texas-Dallas,7,Wisconsin-Milwaukee,5,3/7/20,Women,0,2020,Texas-Dallas,Wisconsin-Milwaukee,7,5
Midwest Throwdown 2020,College,250419,Drake University,4,Macalester,8,3/7/20,Women,0,2020,Macalester,Drake University,8,4
Midwest Throwdown 2020,College,250420,Washington University,12,Grinnell,3,3/7/20,Women,0,2020,Washington University,Grinnell,12,3
Midwest Throwdown 2020,College,250421,Iowa,10,Missouri,1,3/7/20,Women,0,2020,Iowa,Missouri,10,1
Midwest Throwdown 2020,College,250422,Washington University,13,Missouri,2,3/7/20,Women,0,2020,Washington University,Missouri,13,2
Midwest Throwdown 2020,College,250423,Iowa,9,Grinnell,5,3/7/20,Women,0,2020,Iowa,Grinnell,9,5
Midwest Throwdown 2020,College,250424,Washington University,12,Iowa,2,3/7/20,Women,0,2020,Washington University,Iowa,12,2
Midwest Throwdown 2020,College,250425,Grinnell,11,Missouri,3,3/7/20,Women,0,2020,Grinnell,Missouri,11,3
Midwest Throwdown 2020,College,250426,Kansas,13,Tulsa,3,3/7/20,Women,0,2020,Kansas,Tulsa,13,3
Midwest Throwdown 2020,College,250427,St Olaf,13,Oklahoma,2,3/7/20,Women,0,2020,St Olaf,Oklahoma,13,2
Midwest Throwdown 2020,College,250428,Kansas,9,Oklahoma,3,3/7/20,Women,0,2020,Kansas,Oklahoma,9,3
Midwest Throwdown 2020,College,250429,St Olaf,13,Tulsa,2,3/7/20,Women,0,2020,St Olaf,Tulsa,13,2
Midwest Throwdown 2020,College,250430,Kansas,8,St Olaf,3,3/7/20,Women,0,2020,Kansas,St Olaf,8,3
Midwest Throwdown 2020,College,250431,Tulsa,8,Oklahoma,5,3/7/20,Women,0,2020,Tulsa,Oklahoma,8,5
Midwest Throwdown 2020,College,250432,Chicago,11,Wisconsin B,4,3/7/20,Women,0,2020,Chicago,Wisconsin B,11,4
Midwest Throwdown 2020,College,250433,Carleton College,10,Nebraska,1,3/7/20,Women,0,2020,Carleton College,Nebraska,10,1
Midwest Throwdown 2020,College,250434,Chicago,13,Nebraska,2,3/7/20,Women,0,2020,Chicago,Nebraska,13,2
Midwest Throwdown 2020,College,250435,Carleton College,12,Wisconsin B,2,3/7/20,Women,0,2020,Carleton College,Wisconsin B,12,2
Midwest Throwdown 2020,College,250436,Chicago,8,Carleton College,7,3/7/20,Women,0,2020,Chicago,Carleton College,8,7
Midwest Throwdown 2020,College,250437,Wisconsin B,6,Nebraska,8,3/7/20,Women,0,2020,Nebraska,Wisconsin B,8,6
Midwest Throwdown 2020,College,250494,Northwestern,9,Carleton College,4,3/7/20,Women,0,2020,Northwestern,Carleton College,9,4
Midwest Throwdown 2020,College,250495,Texas-Dallas,8,Iowa State,5,3/7/20,Women,0,2020,Texas-Dallas,Iowa State,8,5
Midwest Throwdown 2020,College,250496,Colorado State,10,Iowa,5,3/7/20,Women,0,2020,Colorado State,Iowa,10,5
Midwest Throwdown 2020,College,250497,Kansas,13,Minnesota-Duluth,5,3/7/20,Women,0,2020,Kansas,Minnesota-Duluth,13,5
Midwest Throwdown 2020,College,250498,Truman State,9,St Olaf,4,3/7/20,Women,0,2020,Truman State,St Olaf,9,4
Midwest Throwdown 2020,College,250499,Washington University,13,John Brown,4,3/7/20,Women,0,2020,Washington University,John Brown,13,4
Midwest Throwdown 2020,College,250500,Purdue,11,Wisconsin-Milwaukee,1,3/7/20,Women,0,2020,Purdue,Wisconsin-Milwaukee,11,1
Midwest Throwdown 2020,College,250501,Chicago,13,Washington University B,1,3/7/20,Women,0,2020,Chicago,Washington University B,13,1
Midwest Throwdown 2020,College,250502,Northwestern,8,Texas-Dallas,4,3/8/20,Women,0,2020,Northwestern,Texas-Dallas,8,4
Midwest Throwdown 2020,College,250503,Colorado State,5,Kansas,6,3/8/20,Women,0,2020,Kansas,Colorado State,6,5
Midwest Throwdown 2020,College,250504,Truman State,8,Washington University,7,3/8/20,Women,0,2020,Truman State,Washington University,8,7
Midwest Throwdown 2020,College,250505,Purdue,6,Chicago,7,3/8/20,Women,0,2020,Chicago,Purdue,7,6
Midwest Throwdown 2020,College,250506,Northwestern,9,Kansas,6,3/8/20,Women,0,2020,Northwestern,Kansas,9,6
Midwest Throwdown 2020,College,250507,Truman State,7,Chicago,6,3/8/20,Women,0,2020,Truman State,Chicago,7,6
Midwest Throwdown 2020,College,250508,Northwestern,10,Truman State,4,3/8/20,Women,0,2020,Northwestern,Truman State,10,4
Midwest Throwdown 2020,College,250517,Carleton College,12,Iowa State,5,3/8/20,Women,0,2020,Carleton College,Iowa State,12,5
Midwest Throwdown 2020,College,250518,Iowa,10,Minnesota-Duluth,1,3/8/20,Women,0,2020,Iowa,Minnesota-Duluth,10,1
Midwest Throwdown 2020,College,250519,St Olaf,9,John Brown,4,3/8/20,Women,0,2020,St Olaf,John Brown,9,4
Midwest Throwdown 2020,College,250520,Wisconsin-Milwaukee,10,Washington University B,2,3/8/20,Women,0,2020,Wisconsin-Milwaukee,Washington University B,10,2
Midwest Throwdown 2020,College,250521,Purdue,7,Carleton College,8,3/8/20,Women,0,2020,Carleton College,Purdue,8,7
Midwest Throwdown 2020,College,250522,Washington University,10,Iowa,2,3/8/20,Women,0,2020,Washington University,Iowa,10,2
Midwest Throwdown 2020,College,250523,Colorado State,6,St Olaf,8,3/8/20,Women,0,2020,St Olaf,Colorado State,8,6
Midwest Throwdown 2020,College,250524,Texas-Dallas,9,Wisconsin-Milwaukee,2,3/8/20,Women,0,2020,Texas-Dallas,Wisconsin-Milwaukee,9,2
Midwest Throwdown 2020,College,250525,Carleton College,5,Washington University,6,3/8/20,Women,0,2020,Washington University,Carleton College,6,5
Midwest Throwdown 2020,College,250526,St Olaf,7,Texas-Dallas,8,3/8/20,Women,0,2020,Texas-Dallas,St Olaf,8,7
Midwest Throwdown 2020,College,250527,Chicago,7,Washington University,5,3/8/20,Women,0,2020,Chicago,Washington University,7,5
Midwest Throwdown 2020,College,250528,Kansas,6,Texas-Dallas,7,3/8/20,Women,0,2020,Texas-Dallas,Kansas,7,6
Midwest Throwdown 2020,College,250529,Washington University,6,Kansas,7,3/8/20,Women,0,2020,Kansas,Washington University,7,6
Midwest Throwdown 2020,College,250530,Carleton College,7,St Olaf,6,3/8/20,Women,0,2020,Carleton College,St Olaf,7,6
Midwest Throwdown 2020,College,250531,Purdue,12,Iowa,3,3/8/20,Women,0,2020,Purdue,Iowa,12,3
Midwest Throwdown 2020,College,250532,Colorado State,13,Wisconsin-Milwaukee,2,3/8/20,Women,0,2020,Colorado State,Wisconsin-Milwaukee,13,2
Midwest Throwdown 2020,College,250533,Purdue,8,Colorado State,4,3/8/20,Women,0,2020,Purdue,Colorado State,8,4
Midwest Throwdown 2020,College,250534,Iowa,6,Wisconsin-Milwaukee,4,3/8/20,Women,0,2020,Iowa,Wisconsin-Milwaukee,6,4
Midwest Throwdown 2020,College,250535,Iowa State,10,Minnesota-Duluth,5,3/8/20,Women,0,2020,Iowa State,Minnesota-Duluth,10,5
Midwest Throwdown 2020,College,250536,John Brown,10,Washington University B,6,3/8/20,Women,0,2020,John Brown,Washington University B,10,6
Midwest Throwdown 2020,College,250538,Minnesota-Duluth,6,Washington University B,7,3/8/20,Women,0,2020,Washington University B,Minnesota-Duluth,7,6
Midwest Throwdown 2020,College,250539,Wisconsin-Eau Claire,8,Wisconsin B,4,3/7/20,Women,0,2020,Wisconsin-Eau Claire,Wisconsin B,8,4
Midwest Throwdown 2020,College,250540,Macalester,9,Wisconsin-Oshkosh,4,3/7/20,Women,0,2020,Macalester,Wisconsin-Oshkosh,9,4
Midwest Throwdown 2020,College,250542,Tulsa,8,Northwestern B,2,3/7/20,Women,0,2020,Tulsa,Northwestern B,8,2
Midwest Throwdown 2020,College,250543,Luther,6,Oklahoma,8,3/8/20,Women,0,2020,Oklahoma,Luther,8,6
Midwest Throwdown 2020,College,250544,Grinnell,7,Kansas State,5,3/8/20,Women,0,2020,Grinnell,Kansas State,7,5
Midwest Throwdown 2020,College,250545,Arkansas,8,Drake University,1,3/8/20,Women,0,2020,Arkansas,Drake University,8,1
Midwest Throwdown 2020,College,250546,Nebraska,7,Knox,8,3/8/20,Women,0,2020,Knox,Nebraska,8,7
Midwest Throwdown 2020,College,250547,Wisconsin-Eau Claire,6,Macalester,7,3/8/20,Women,0,2020,Macalester,Wisconsin-Eau Claire,7,6
Midwest Throwdown 2020,College,250548,Illinois,8,Tulsa,6,3/8/20,Women,0,2020,Illinois,Tulsa,8,6
Midwest Throwdown 2020,College,250549,Oklahoma,6,Grinnell,7,3/8/20,Women,0,2020,Grinnell,Oklahoma,7,6
Midwest Throwdown 2020,College,250550,Arkansas,13,Knox,4,3/8/20,Women,0,2020,Arkansas,Knox,13,4
Midwest Throwdown 2020,College,250551,Macalester,4,Illinois,7,3/8/20,Women,0,2020,Illinois,Macalester,7,4
Midwest Throwdown 2020,College,250552,Grinnell,3,Arkansas,9,3/8/20,Women,0,2020,Arkansas,Grinnell,9,3
Midwest Throwdown 2020,College,250553,Illinois,8,Arkansas,5,3/8/20,Women,0,2020,Illinois,Arkansas,8,5
Midwest Throwdown 2020,College,250554,Macalester,8,Grinnell,5,3/8/20,Women,0,2020,Macalester,Grinnell,8,5
Midwest Throwdown 2020,College,250555,Wisconsin-Eau Claire,8,Tulsa,4,3/8/20,Women,0,2020,Wisconsin-Eau Claire,Tulsa,8,4
Midwest Throwdown 2020,College,250556,Oklahoma,7,Knox,3,3/8/20,Women,0,2020,Oklahoma,Knox,7,3
Midwest Throwdown 2020,College,250557,Wisconsin-Eau Claire,7,Oklahoma,2,3/8/20,Women,0,2020,Wisconsin-Eau Claire,Oklahoma,7,2
Midwest Throwdown 2020,College,250559,Wisconsin B,4,Wisconsin-Oshkosh,7,3/8/20,Women,0,2020,Wisconsin-Oshkosh,Wisconsin B,7,4
Midwest Throwdown 2020,College,250560,Missouri,7,Northwestern B,5,3/8/20,Women,0,2020,Missouri,Northwestern B,7,5
Midwest Throwdown 2020,College,250561,Luther,8,Kansas State,4,3/8/20,Women,0,2020,Luther,Kansas State,8,4
Midwest Throwdown 2020,College,250562,Drake University,7,Nebraska,8,3/8/20,Women,0,2020,Nebraska,Drake University,8,7
Midwest Throwdown 2020,College,250563,Wisconsin-Oshkosh,4,Missouri,5,3/8/20,Women,0,2020,Missouri,Wisconsin-Oshkosh,5,4
Midwest Throwdown 2020,College,250564,Luther,7,Nebraska,4,3/8/20,Women,0,2020,Luther,Nebraska,7,4
Midwest Throwdown 2020,College,250565,Missouri,1,Luther,10,3/8/20,Women,0,2020,Luther,Missouri,10,1
Midwest Throwdown 2020,College,250567,Wisconsin B,7,Drake University,1,3/8/20,Women,0,2020,Wisconsin B,Drake University,7,1
Midwest Throwdown 2020,College,250569,Wisconsin B,8,Northwestern B,1,3/8/20,Women,0,2020,Wisconsin B,Northwestern B,8,1
Midwest Throwdown 2020,College,250570,Kansas State,7,Drake University,8,3/8/20,Women,0,2020,Drake University,Kansas State,8,7
Air Force Invite 2020,College,250599,Colorado College,13,Air Force,3,3/7/20,Women,0,2020,Colorado College,Air Force,13,3
Air Force Invite 2020,College,250600,Denver,8,Colorado School of Mines,4,3/7/20,Women,0,2020,Denver,Colorado School of Mines,8,4
Air Force Invite 2020,College,250601,Colorado College,13,Colorado School of Mines,0,3/7/20,Women,0,2020,Colorado College,Colorado School of Mines,13,0
Air Force Invite 2020,College,250602,Denver,7,Air Force,2,3/7/20,Women,0,2020,Denver,Air Force,7,2
Air Force Invite 2020,College,250603,Colorado College,11,Denver,5,3/7/20,Women,0,2020,Colorado College,Denver,11,5
Air Force Invite 2020,College,250604,Air Force,10,Colorado School of Mines,5,3/7/20,Women,0,2020,Air Force,Colorado School of Mines,10,5
No Sleep Till Brooklyn 2020,College,250803,Yale,7,MIT,6,3/7/20,Women,0,2020,Yale,MIT,7,6
No Sleep Till Brooklyn 2020,College,250804,Oberlin,9,MIT,5,3/7/20,Women,0,2020,Oberlin,MIT,9,5
No Sleep Till Brooklyn 2020,College,250805,Yale,2,NYU,7,3/7/20,Women,0,2020,NYU,Yale,7,2
No Sleep Till Brooklyn 2020,College,250806,Oberlin,9,Columbia B,4,3/7/20,Women,0,2020,Oberlin,Columbia B,9,4
No Sleep Till Brooklyn 2020,College,250807,MIT,5,NYU,8,3/7/20,Women,0,2020,NYU,MIT,8,5
No Sleep Till Brooklyn 2020,College,250808,Oberlin,5,NYU,9,3/7/20,Women,0,2020,NYU,Oberlin,9,5
No Sleep Till Brooklyn 2020,College,250809,Yale,9,Columbia B,3,3/7/20,Women,0,2020,Yale,Columbia B,9,3
No Sleep Till Brooklyn 2020,College,250810,Oberlin,8,Yale,7,3/7/20,Women,0,2020,Oberlin,Yale,8,7
No Sleep Till Brooklyn 2020,College,250811,MIT,10,Columbia B,3,3/7/20,Women,0,2020,MIT,Columbia B,10,3
No Sleep Till Brooklyn 2020,College,250812,Bates,7,Temple,5,3/7/20,Women,0,2020,Bates,Temple,7,5
No Sleep Till Brooklyn 2020,College,250813,Brown,6,Colby,9,3/7/20,Women,0,2020,Colby,Brown,9,6
No Sleep Till Brooklyn 2020,College,250814,Bates,9,Colby,7,3/7/20,Women,0,2020,Bates,Colby,9,7
No Sleep Till Brooklyn 2020,College,250815,Brown,6,Temple,7,3/7/20,Women,0,2020,Temple,Brown,7,6
No Sleep Till Brooklyn 2020,College,250816,Bates,8,Brown,7,3/7/20,Women,0,2020,Bates,Brown,8,7
No Sleep Till Brooklyn 2020,College,250817,Colby,5,Temple,6,3/7/20,Women,0,2020,Temple,Colby,6,5
No Sleep Till Brooklyn 2020,College,250818,Cornell,4,Columbia,8,3/7/20,Women,0,2020,Columbia,Cornell,8,4
No Sleep Till Brooklyn 2020,College,250819,Cornell,8,Princeton,5,3/7/20,Women,0,2020,Cornell,Princeton,8,5
No Sleep Till Brooklyn 2020,College,250820,Columbia,8,Amherst College,4,3/7/20,Women,0,2020,Columbia,Amherst College,8,4
No Sleep Till Brooklyn 2020,College,250821,Cornell,5,Amherst College,4,3/7/20,Women,0,2020,Cornell,Amherst College,5,4
No Sleep Till Brooklyn 2020,College,250822,Columbia,9,Princeton,2,3/7/20,Women,0,2020,Columbia,Princeton,9,2
No Sleep Till Brooklyn 2020,College,250823,Amherst College,9,Princeton,7,3/7/20,Women,0,2020,Amherst College,Princeton,9,7
No Sleep Till Brooklyn 2020,College,250824,Colby,8,Amherst College,7,3/7/20,Women,0,2020,Colby,Amherst College,8,7
No Sleep Till Brooklyn 2020,College,250825,Brown,9,Princeton,2,3/7/20,Women,0,2020,Brown,Princeton,9,2
No Sleep Till Brooklyn 2020,College,250826,NYU,5,Colby,8,3/8/20,Women,0,2020,Colby,NYU,8,5
No Sleep Till Brooklyn 2020,College,250827,Cornell,8,Temple,7,3/8/20,Women,0,2020,Cornell,Temple,8,7
No Sleep Till Brooklyn 2020,College,250828,Columbia,8,Oberlin,7,3/8/20,Women,0,2020,Columbia,Oberlin,8,7
No Sleep Till Brooklyn 2020,College,250829,Bates,10,Yale,7,3/8/20,Women,0,2020,Bates,Yale,10,7
No Sleep Till Brooklyn 2020,College,250830,Colby,5,Cornell,9,3/8/20,Women,0,2020,Cornell,Colby,9,5
No Sleep Till Brooklyn 2020,College,250831,Columbia,8,Bates,6,3/8/20,Women,0,2020,Columbia,Bates,8,6
No Sleep Till Brooklyn 2020,College,250832,Cornell,6,Columbia,10,3/8/20,Women,0,2020,Columbia,Cornell,10,6
Country Roads Classic 2020,College,251416,Allegheny,4,DePaul,10,3/7/20,Women,0,2020,DePaul,Allegheny,10,4
Country Roads Classic 2020,College,251417,Messiah,9,SUNY-Buffalo,0,3/7/20,Women,0,2020,Messiah,SUNY-Buffalo,9,0
Country Roads Classic 2020,College,251418,Allegheny,13,Messiah,3,3/7/20,Women,0,2020,Allegheny,Messiah,13,3
Country Roads Classic 2020,College,251419,Johns Hopkins,10,SUNY-Buffalo,3,3/7/20,Women,0,2020,Johns Hopkins,SUNY-Buffalo,10,3
Country Roads Classic 2020,College,251420,SUNY-Buffalo,0,DePaul,13,3/7/20,Women,0,2020,DePaul,SUNY-Buffalo,13,0
Country Roads Classic 2020,College,251421,Johns Hopkins,10,Messiah,6,3/7/20,Women,0,2020,Johns Hopkins,Messiah,10,6
Country Roads Classic 2020,College,251422,Allegheny,13,SUNY-Buffalo,3,3/7/20,Women,0,2020,Allegheny,SUNY-Buffalo,13,3
Country Roads Classic 2020,College,251423,Johns Hopkins,3,DePaul,11,3/7/20,Women,0,2020,DePaul,Johns Hopkins,11,3
Country Roads Classic 2020,College,251424,Allegheny,12,Johns Hopkins,4,3/7/20,Women,0,2020,Allegheny,Johns Hopkins,12,4
Country Roads Classic 2020,College,251425,Messiah,8,DePaul,10,3/7/20,Women,0,2020,DePaul,Messiah,10,8
Country Roads Classic 2020,College,251426,Oberlin B,2,Messiah,13,3/8/20,Women,0,2020,Messiah,Oberlin B,13,2
Country Roads Classic 2020,College,251427,Goucher,6,SUNY-Buffalo,8,3/8/20,Women,0,2020,SUNY-Buffalo,Goucher,8,6
Country Roads Classic 2020,College,251428,Messiah,3,Maryland-Baltimore County,13,3/8/20,Women,0,2020,Maryland-Baltimore County,Messiah,13,3
Country Roads Classic 2020,College,251429,Allegheny,9,Miami (Ohio),10,3/8/20,Women,0,2020,Miami (Ohio),Allegheny,10,9
Country Roads Classic 2020,College,251430,Johns Hopkins,8,West Virginia,12,3/8/20,Women,0,2020,West Virginia,Johns Hopkins,12,8
Country Roads Classic 2020,College,251431,DePaul,11,SUNY-Buffalo,1,3/8/20,Women,0,2020,DePaul,SUNY-Buffalo,11,1
Country Roads Classic 2020,College,251432,Maryland-Baltimore County,9,Miami (Ohio),6,3/8/20,Women,0,2020,Maryland-Baltimore County,Miami (Ohio),9,6
Country Roads Classic 2020,College,251433,West Virginia,12,DePaul,5,3/8/20,Women,0,2020,West Virginia,DePaul,12,5
Country Roads Classic 2020,College,251434,Maryland-Baltimore County,9,West Virginia,7,3/8/20,Women,0,2020,Maryland-Baltimore County,West Virginia,9,7
Country Roads Classic 2020,College,251435,Miami (Ohio),8,DePaul,4,3/8/20,Women,0,2020,Miami (Ohio),DePaul,8,4
Country Roads Classic 2020,College,251436,Goucher,3,Johns Hopkins,9,3/8/20,Women,0,2020,Johns Hopkins,Goucher,9,3
Country Roads Classic 2020,College,251437,Oberlin B,4,Allegheny,10,3/8/20,Women,0,2020,Allegheny,Oberlin B,10,4
Country Roads Classic 2020,College,251438,Johns Hopkins,9,SUNY-Buffalo,1,3/8/20,Women,0,2020,Johns Hopkins,SUNY-Buffalo,9,1
Country Roads Classic 2020,College,251439,Messiah,5,Allegheny,12,3/8/20,Women,0,2020,Allegheny,Messiah,12,5
Country Roads Classic 2020,College,251440,Johns Hopkins,6,Allegheny,9,3/8/20,Women,0,2020,Allegheny,Johns Hopkins,9,6
Country Roads Classic 2020,College,251441,SUNY-Buffalo,0,Messiah,15,3/8/20,Women,0,2020,Messiah,SUNY-Buffalo,15,0
Midwest Throwdown 2020,College,251457,Iowa State,7,Arkansas,5,3/7/20,Women,0,2020,Iowa State,Arkansas,7,5
Midwest Throwdown 2020,College,251458,Purdue,9,Wisconsin-Oshkosh,3,3/7/20,Women,0,2020,Purdue,Wisconsin-Oshkosh,9,3
Midwest Throwdown 2020,College,251459,Iowa State,10,Wisconsin-Oshkosh,3,3/7/20,Women,0,2020,Iowa State,Wisconsin-Oshkosh,10,3
Midwest Throwdown 2020,College,251460,Purdue,12,Arkansas,4,3/7/20,Women,0,2020,Purdue,Arkansas,12,4
Midwest Throwdown 2020,College,251461,Iowa State,7,Purdue,11,3/7/20,Women,0,2020,Purdue,Iowa State,11,7
Midwest Throwdown 2020,College,251462,Arkansas,7,Wisconsin-Oshkosh,4,3/7/20,Women,0,2020,Arkansas,Wisconsin-Oshkosh,7,4
Stanford Invite 2020,College,251801,Oregon,6,California-Santa Barbara,9,3/7/20,Women,0,2020,California-Santa Barbara,Oregon,9,6
No Sleep Till Brooklyn 2020,College,252165,Amherst College,8,Columbia B,3,3/8/20,Women,0,2020,Amherst College,Columbia B,8,3
No Sleep Till Brooklyn 2020,College,252167,Amherst College,4,Brown,13,3/8/20,Women,0,2020,Brown,Amherst College,13,4
No Sleep Till Brooklyn 2020,College,252168,MIT,13,Princeton,2,3/8/20,Women,0,2020,MIT,Princeton,13,2
No Sleep Till Brooklyn 2020,College,252170,MIT,6,Brown,10,3/8/20,Women,0,2020,Brown,MIT,10,6
No Sleep Till Brooklyn 2020,College,252173,Amherst College,6,MIT,11,3/8/20,Women,0,2020,MIT,Amherst College,11,6
