event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76969,Cosa Nostra,13,NOISE,10,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76967,AMP,10,Cosa Nostra,12,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76968,NOISE,11,Steamboat,10,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76963,AMP,10,Ambiguous Grey,6,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76964,Cosa Nostra,12,Pleasuretown,9,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76965,7 Express,8,NOISE,10,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76966,7 Figures,8,Steamboat,10,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76959,Ambiguous Grey,10,Tyrannis,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76960,Thoroughbred,11,Pleasuretown,13,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76961,RUA,9,NOISE,10,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76962,Des Moines Metro,8,Steamboat,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76970,AMP,10,Steamboat,9,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76971,Ambiguous Grey,6,7 Express,13,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76975,Ambiguous Grey,12,Pleasuretown,8,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76976,7 Express,10,7 Figures,6,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76972,Pleasuretown,13,7 Figures,11,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76973,RUA,12,Des Moines Metro,11,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76977,Tyrannis,5,RUA,13,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76978,Thoroughbred,8,Des Moines Metro,10,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76974,Tyrannis,11,Thoroughbred,9,2015-07-12
Three Ring Rally 2015,Club - Men,78136,Slag Dump,12,Lincoln Prep,8,2015-07-18
Three Ring Rally 2015,Club - Men,78137,LouFriendly,13,NorthStar HOUSE United,7,2015-07-18
Three Ring Rally 2015,Club - Men,78138,Slag Dump,13,LouFriendly,7,2015-07-18
Three Ring Rally 2015,Club - Men,78139,Black Lung,11,NorthStar HOUSE United,8,2015-07-18
Three Ring Rally 2015,Club - Men,78140,NorthStar HOUSE United,5,Lincoln Prep,8,2015-07-18
Three Ring Rally 2015,Club - Men,78141,Black Lung,9,LouFriendly,11,2015-07-18
Three Ring Rally 2015,Club - Men,78142,Slag Dump,13,NorthStar HOUSE United,2,2015-07-18
Three Ring Rally 2015,Club - Men,78143,Black Lung,13,Lincoln Prep,5,2015-07-18
Three Ring Rally 2015,Club - Men,78144,Slag Dump,12,Black Lung,10,2015-07-18
Three Ring Rally 2015,Club - Men,78145,LouFriendly,12,Lincoln Prep,11,2015-07-18
Three Ring Rally 2015,Club - Men,78146,Enigma,17,SmokeStack,16,2015-07-18
Three Ring Rally 2015,Club - Men,78147,Kentucky Flying Circus,12,Scythe,7,2015-07-18
Three Ring Rally 2015,Club - Men,78148,Enigma,17,Scythe,8,2015-07-18
Three Ring Rally 2015,Club - Men,78149,Kentucky Flying Circus,10,SmokeStack,12,2015-07-18
Three Ring Rally 2015,Club - Men,78150,Enigma,9,Kentucky Flying Circus,6,2015-07-18
Three Ring Rally 2015,Club - Men,78151,SmokeStack,14,Scythe,9,2015-07-18
Three Ring Rally 2015,Club - Men,78585,NorthStar HOUSE United,11,Lincoln Prep,5,2015-07-19
Three Ring Rally 2015,Club - Men,78586,Scythe,9,Lincoln Prep,11,2015-07-19
Three Ring Rally 2015,Club - Men,78587,Scythe,8,NorthStar HOUSE United,11,2015-07-19
Three Ring Rally 2015,Club - Men,77776,LouFriendly,10,Slag Dump,13,2015-07-19
Three Ring Rally 2015,Club - Men,77774,LouFriendly,15,Enigma,13,2015-07-19
Three Ring Rally 2015,Club - Men,77775,Slag Dump,15,Black Lung,14,2015-07-19
Three Ring Rally 2015,Club - Men,77770,LouFriendly,15,Kentucky Flying Circus,10,2015-07-19
Three Ring Rally 2015,Club - Men,78258,Black Lung,13,SmokeStack,10,2015-07-19
Three Ring Rally 2015,Club - Men,77777,Enigma,13,Black Lung,10,2015-07-19
Three Ring Rally 2015,Club - Men,77780,Kentucky Flying Circus,7,SmokeStack,9,2015-07-19
Three Ring Rally 2015,Club - Mixed,77827,Fifth Element,4,Liquid Hustle,13,2015-07-18
Three Ring Rally 2015,Club - Mixed,77828,Goose Lee,11,Moonshine,13,2015-07-18
Three Ring Rally 2015,Club - Mixed,77829,Schlammhase,13,Liquid Hustle B,6,2015-07-18
Three Ring Rally 2015,Club - Mixed,77830,Hairy Otter,10,Moonshine,9,2015-07-18
Three Ring Rally 2015,Club - Mixed,77831,Schlammhase,7,Liquid Hustle,13,2015-07-18
Three Ring Rally 2015,Club - Mixed,77832,Goose Lee,11,Liquid Hustle B,4,2015-07-18
Three Ring Rally 2015,Club - Mixed,77833,Hairy Otter,10,Schlammhase,7,2015-07-18
Three Ring Rally 2015,Club - Mixed,77834,Fifth Element,5,Liquid Hustle B,11,2015-07-18
Three Ring Rally 2015,Club - Mixed,77835,Goose Lee,5,Liquid Hustle,11,2015-07-18
Three Ring Rally 2015,Club - Mixed,77836,Hairy Otter,10,Fifth Element,5,2015-07-18
Three Ring Rally 2015,Club - Mixed,77837,Moonshine,6,Liquid Hustle,9,2015-07-18
Three Ring Rally 2015,Club - Mixed,77838,Schlammhase,4,Goose Lee,12,2015-07-18
Three Ring Rally 2015,Club - Mixed,77839,Hairy Otter,6,Liquid Hustle B,11,2015-07-18
Three Ring Rally 2015,Club - Mixed,77840,Moonshine,10,Fifth Element,6,2015-07-18
Three Ring Rally 2015,Club - Mixed,77841,Liquid Hustle,10,Liquid Hustle B,7,2015-07-19
Three Ring Rally 2015,Club - Mixed,77842,Hairy Otter,7,Goose Lee,10,2015-07-19
Three Ring Rally 2015,Club - Mixed,77843,Schlammhase,7,Fifth Element,8,2015-07-19
Three Ring Rally 2015,Club - Mixed,77844,Moonshine,11,Liquid Hustle B,4,2015-07-19
Three Ring Rally 2015,Club - Mixed,77845,Hairy Otter,9,Liquid Hustle,13,2015-07-19
Three Ring Rally 2015,Club - Mixed,77846,Schlammhase,8,Moonshine,10,2015-07-19
Three Ring Rally 2015,Club - Mixed,77847,Goose Lee,12,Fifth Element,4,2015-07-19
Revolution 2015,Club - Women,77272,Deadly Viper Assassination Squad,5,Tempo,10,2015-07-18
Revolution 2015,Club - Women,77273,Lady Condors,11,Reign,7,2015-07-18
Revolution 2015,Club - Women,77274,Colorado Small Batch,0,The Pick Up Truckerettes,0,2015-07-18
Revolution 2015,Club - Women,77275,Deadly Viper Assassination Squad,9,Lady Condors,10,2015-07-18
Revolution 2015,Club - Women,77276,Tempo,3,Colorado Small Batch,13,2015-07-18
Revolution 2015,Club - Women,77277,Reign,0,The Pick Up Truckerettes,0,2015-07-18
Revolution 2015,Club - Women,77278,Deadly Viper Assassination Squad,5,Colorado Small Batch,11,2015-07-18
Revolution 2015,Club - Women,77279,Lady Condors,0,The Pick Up Truckerettes,0,2015-07-18
Revolution 2015,Club - Women,77280,Tempo,13,Reign,2,2015-07-18
Revolution 2015,Club - Women,77281,Deadly Viper Assassination Squad,0,The Pick Up Truckerettes,0,2015-07-18
Revolution 2015,Club - Women,77282,Lady Condors,8,Tempo,10,2015-07-18
Revolution 2015,Club - Women,77283,Colorado Small Batch,13,Reign,2,2015-07-18
Revolution 2015,Club - Women,77284,Deadly Viper Assassination Squad,13,Reign,4,2015-07-19
Revolution 2015,Club - Women,77285,Lady Condors,11,Colorado Small Batch,13,2015-07-19
Revolution 2015,Club - Women,77286,Tempo,0,The Pick Up Truckerettes,0,2015-07-19
Revolution 2015,Club - Women,77289,Colorado Small Batch,13,Tempo,3,2015-07-19
Revolution 2015,Club - Women,77287,Deadly Viper Assassination Squad,9,Colorado Small Batch,12,2015-07-19
Revolution 2015,Club - Women,77288,Tempo,13,Lady Condors,0,2015-07-19
Revolution 2015,Club - Women,78608,Deadly Viper Assassination Squad,13,Reign,6,2015-07-19
Revolution 2015,Club - Women,78609,Lady Condors,W,The Pick Up Truckerettes,F,2015-07-19
Revolution 2015,Club - Women,77294,Lady Condors,F,Deadly Viper Assassination Squad,W,2015-07-19
Revolution 2015,Club - Women,77295,Reign,W,The Pick Up Truckerettes,F,2015-07-19
Revolution 2015,Club - Mixed,77296,Mischief,10,Public Enemy,9,2015-07-18
Revolution 2015,Club - Mixed,77297,Groove,4,Alchemy,13,2015-07-18
Revolution 2015,Club - Mixed,77298,Mischief,13,Groove,6,2015-07-18
Revolution 2015,Club - Mixed,77299,Dorado,10,Alchemy,6,2015-07-18
Revolution 2015,Club - Mixed,77304,Mischief,13,Dorado,5,2015-07-18
Revolution 2015,Club - Mixed,77305,Groove,9,Public Enemy,11,2015-07-18
Revolution 2015,Club - Mixed,77302,Mischief,13,Alchemy,5,2015-07-18
Revolution 2015,Club - Mixed,77303,Dorado,13,Public Enemy,5,2015-07-18
Revolution 2015,Club - Mixed,77300,Alchemy,11,Public Enemy,7,2015-07-18
Revolution 2015,Club - Mixed,77301,Dorado,10,Groove,11,2015-07-18
Revolution 2015,Club - Mixed,77306,Blackbird,13,Seattle Freeze,3,2015-07-18
Revolution 2015,Club - Mixed,77307,BW Ultimate,9,Classy,7,2015-07-18
Revolution 2015,Club - Mixed,77308,Blackbird,13,BW Ultimate,3,2015-07-18
Revolution 2015,Club - Mixed,77309,American Barbecue,10,Classy,8,2015-07-18
Revolution 2015,Club - Mixed,77310,Classy,10,Seattle Freeze,7,2015-07-18
Revolution 2015,Club - Mixed,77311,American Barbecue,11,BW Ultimate,8,2015-07-18
Revolution 2015,Club - Mixed,77312,Blackbird,13,Classy,9,2015-07-18
Revolution 2015,Club - Mixed,77313,American Barbecue,13,Seattle Freeze,6,2015-07-18
Revolution 2015,Club - Mixed,77314,Blackbird,13,American Barbecue,5,2015-07-18
Revolution 2015,Club - Mixed,77315,BW Ultimate,12,Seattle Freeze,8,2015-07-18
Revolution 2015,Club - Mixed,78223,Platypi,13,DR,6,2015-07-18
Revolution 2015,Club - Mixed,78224,Platypi,13,Anarchy,3,2015-07-18
Revolution 2015,Club - Mixed,78225,DR,13,Anarchy,5,2015-07-18
Revolution 2015,Club - Mixed,78226,Dauntless,10,Mission Impossible,9,2015-07-18
Revolution 2015,Club - Mixed,78227,Dauntless,13,Turnip The Beets,4,2015-07-18
Revolution 2015,Club - Mixed,78228,Mission Impossible,13,Turnip The Beets,5,2015-07-18
Revolution 2015,Club - Mixed,78229,Capitol Punishment,6,Bernardo,13,2015-07-18
Revolution 2015,Club - Mixed,78230,Capitol Punishment,13,Feral Cows Revolution 2015,3,2015-07-18
Revolution 2015,Club - Mixed,78231,Bernardo,13,Feral Cows Revolution 2015,6,2015-07-18
Revolution 2015,Club - Mixed,78232,Naughty Love,11,Ursa Major,5,2015-07-18
Revolution 2015,Club - Mixed,78233,Naughty Love,9,Fastlane,7,2015-07-18
Revolution 2015,Club - Mixed,78234,Ursa Major,9,Fastlane,10,2015-07-18
Revolution 2015,Club - Mixed,78251,Feral Cows Revolution 2015,13,Anarchy,4,2015-07-19
Revolution 2015,Club - Mixed,78252,Feral Cows Revolution 2015,7,Mission Impossible,13,2015-07-19
Revolution 2015,Club - Mixed,78253,Anarchy,5,Turnip The Beets,13,2015-07-19
Revolution 2015,Club - Mixed,78254,Anarchy,4,Fastlane,12,2015-07-19
Revolution 2015,Club - Mixed,78255,Feral Cows Revolution 2015,2,Ursa Major,13,2015-07-19
Revolution 2015,Club - Mixed,78256,Mission Impossible,9,Fastlane,13,2015-07-19
Revolution 2015,Club - Mixed,78257,Turnip The Beets,13,Ursa Major,10,2015-07-19
Revolution 2015,Club - Mixed,77340,Mischief,11,Dorado,12,2015-07-19
Revolution 2015,Club - Mixed,77338,Mischief,12,American Barbecue,9,2015-07-19
Revolution 2015,Club - Mixed,77339,Dorado,12,Blackbird,8,2015-07-19
Revolution 2015,Club - Mixed,77341,Groove,10,Mischief,13,2015-07-19
Revolution 2015,Club - Mixed,77342,American Barbecue,11,Alchemy,7,2015-07-19
Revolution 2015,Club - Mixed,77343,Bernardo,8,Dorado,10,2015-07-19
Revolution 2015,Club - Mixed,77344,Blackbird,13,Seattle Freeze,8,2015-07-19
Revolution 2015,Club - Mixed,77345,Classy,9,Groove,11,2015-07-19
Revolution 2015,Club - Mixed,77346,Alchemy,12,Naughty Love,9,2015-07-19
Revolution 2015,Club - Mixed,77347,BW Ultimate,7,Bernardo,12,2015-07-19
Revolution 2015,Club - Mixed,77348,Public Enemy,11,Seattle Freeze,12,2015-07-19
Revolution 2015,Club - Mixed,77383,Blackbird,10,American Barbecue,13,2015-07-19
Revolution 2015,Club - Mixed,77387,Bernardo,F,Groove,W,2015-07-19
Revolution 2015,Club - Mixed,77385,Seattle Freeze,11,Bernardo,12,2015-07-19
Revolution 2015,Club - Mixed,77386,Alchemy,6,Groove,10,2015-07-19
Revolution 2015,Club - Mixed,77388,Alchemy,10,Seattle Freeze,5,2015-07-19
Revolution 2015,Club - Mixed,77391,Public Enemy,11,Classy,8,2015-07-19
Revolution 2015,Club - Mixed,77389,Public Enemy,12,BW Ultimate,7,2015-07-19
Revolution 2015,Club - Mixed,77390,Naughty Love,6,Classy,9,2015-07-19
Revolution 2015,Club - Mixed,77392,Naughty Love,10,BW Ultimate,11,2015-07-19
Revolution 2015,Club - Mixed,78237,Platypi,8,Naughty Love,9,2015-07-18
Revolution 2015,Club - Mixed,78235,Platypi,13,Fastlane,6,2015-07-18
Revolution 2015,Club - Mixed,78236,Naughty Love,12,DR,7,2015-07-18
Revolution 2015,Club - Mixed,78240,Dauntless,7,Bernardo,12,2015-07-18
Revolution 2015,Club - Mixed,78238,Dauntless,12,Capitol Punishment,11,2015-07-18
Revolution 2015,Club - Mixed,78239,Bernardo,10,Mission Impossible,7,2015-07-18
Revolution 2015,Club - Mixed,78249,Dauntless,10,Platypi,13,2015-07-19
Revolution 2015,Club - Mixed,78247,Dauntless,12,DR,9,2015-07-19
Revolution 2015,Club - Mixed,78248,Platypi,13,Capitol Punishment,6,2015-07-19
Revolution 2015,Club - Mixed,78243,Dauntless,13,Ursa Major,7,2015-07-19
Revolution 2015,Club - Mixed,78244,DR,12,Fastlane,9,2015-07-19
Revolution 2015,Club - Mixed,78245,Platypi,13,Turnip The Beets,4,2015-07-19
Revolution 2015,Club - Mixed,78246,Mission Impossible,10,Capitol Punishment,11,2015-07-19
Revolution 2015,Club - Mixed,78241,Anarchy,9,Ursa Major,11,2015-07-18
Revolution 2015,Club - Mixed,78242,Turnip The Beets,12,Feral Cows Revolution 2015,10,2015-07-18
Revolution 2015,Club - Mixed,78250,Capitol Punishment,12,DR,10,2015-07-19
MUDI 2015,Club - Mixed,78099,Drag'n Thrust,11,Brew City Bandits,1,2015-07-18
MUDI 2015,Club - Mixed,78100,Cream City Crooks,8,Mojo Jojo,7,2015-07-18
MUDI 2015,Club - Mixed,78101,Drag'n Thrust,11,Cream City Crooks,3,2015-07-18
MUDI 2015,Club - Mixed,78102,Minnesota Star Power,11,Mojo Jojo,4,2015-07-18
MUDI 2015,Club - Mixed,78103,Mojo Jojo,10,Brew City Bandits,6,2015-07-18
MUDI 2015,Club - Mixed,78104,Minnesota Star Power,10,Cream City Crooks,4,2015-07-18
MUDI 2015,Club - Mixed,78105,Drag'n Thrust,11,Mojo Jojo,3,2015-07-18
MUDI 2015,Club - Mixed,78106,Minnesota Star Power,11,Brew City Bandits,4,2015-07-18
MUDI 2015,Club - Mixed,78107,Drag'n Thrust,11,Minnesota Star Power,4,2015-07-19
MUDI 2015,Club - Mixed,78108,Cream City Crooks,11,Brew City Bandits,3,2015-07-19
MUDI 2015,Club - Mixed,78111,Des Moines Metro,13,No Touching,7,2015-07-18
MUDI 2015,Club - Mixed,78112,Mad Udderburn,11,Mastodon,10,2015-07-18
MUDI 2015,Club - Mixed,78114,Mad Udderburn,13,No Touching,10,2015-07-18
MUDI 2015,Club - Mixed,78115,Des Moines Metro,13,Mastodon,5,2015-07-18
MUDI 2015,Club - Mixed,78110,No Touching,13,Mastodon,6,2015-07-18
MUDI 2015,Club - Mixed,78117,Des Moines Metro,13,Mad Udderburn,5,2015-07-18
MUDI 2015,Club - Mixed,78121,Minneapolis Millers,13,Coalition Ultimate,7,2015-07-18
MUDI 2015,Club - Mixed,78122,Bird,13,Boomtown Pandas,4,2015-07-18
MUDI 2015,Club - Mixed,78124,Bird,13,Coalition Ultimate,5,2015-07-18
MUDI 2015,Club - Mixed,78125,Minneapolis Millers,13,Boomtown Pandas,8,2015-07-18
MUDI 2015,Club - Mixed,78120,Coalition Ultimate,13,Boomtown Pandas,9,2015-07-18
MUDI 2015,Club - Mixed,78127,Minneapolis Millers,13,Bird,10,2015-07-18
MUDI 2015,Club - Mixed,78135,Bird,10,Minneapolis Millers,13,2015-07-19
MUDI 2015,Club - Mixed,78133,Drag'n Thrust,11,Bird,13,2015-07-19
MUDI 2015,Club - Mixed,78134,Minneapolis Millers,13,Des Moines Metro,7,2015-07-19
MUDI 2015,Club - Mixed,78129,Drag'n Thrust,13,No Touching,8,2015-07-19
MUDI 2015,Club - Mixed,78130,Bird,13,Mad Udderburn,5,2015-07-19
MUDI 2015,Club - Mixed,78131,Minneapolis Millers,13,Minnesota Star Power,9,2015-07-19
MUDI 2015,Club - Mixed,78132,Des Moines Metro,13,Cream City Crooks,10,2015-07-19
MUDI 2015,Club - Mixed,78152,No Touching,11,Coalition Ultimate,6,2015-07-18
MUDI 2015,Club - Mixed,78155,Mojo Jojo,8,Boomtown Pandas,11,2015-07-19
MUDI 2015,Club - Mixed,78153,Mojo Jojo,11,Mastodon,9,2015-07-19
MUDI 2015,Club - Mixed,78154,Coalition Ultimate,5,Boomtown Pandas,13,2015-07-19
MUDI 2015,Club - Mixed,78160,Boomtown Pandas,13,Brew City Bandits,1,2015-07-19
MUDI 2015,Club - Mixed,78156,Mastodon,11,Boomtown Pandas,7,2015-07-19
MUDI 2015,Club - Mixed,78159,Mad Udderburn,13,Minnesota Star Power,11,2015-07-19
MUDI 2015,Club - Mixed,78157,No Touching,11,Mad Udderburn,13,2015-07-19
MUDI 2015,Club - Mixed,78158,Minnesota Star Power,13,Cream City Crooks,6,2015-07-19
MUDI 2015,Club - Mixed,78161,No Touching,10,Cream City Crooks,11,2015-07-19
MUDI 2015,Club - Mixed,78162,Drag'n Thrust,13,Des Moines Metro,10,2015-07-19
MUDI 2015,Club - Mixed,78163,Mastodon,10,Coalition Ultimate,4,2015-07-19
PB&J 2015,Club - Men,78055,H.I.P,13,Space City Eclipse,0,2015-07-18
PB&J 2015,Club - Men,78056,Riverside Ultimate,13,Zero Gravity,5,2015-07-18
PB&J 2015,Club - Men,78057,Papa Bear,13,Flash Flood!,3,2015-07-18
PB&J 2015,Club - Men,78058,H.I.P,13,Riverside Ultimate,10,2015-07-18
PB&J 2015,Club - Men,78059,Space City Eclipse,4,Papa Bear,13,2015-07-18
PB&J 2015,Club - Men,78060,Zero Gravity,13,Flash Flood!,4,2015-07-18
PB&J 2015,Club - Men,78061,H.I.P,13,Papa Bear,7,2015-07-18
PB&J 2015,Club - Men,78062,Riverside Ultimate,13,Flash Flood!,2,2015-07-18
PB&J 2015,Club - Men,78063,Space City Eclipse,7,Zero Gravity,9,2015-07-18
PB&J 2015,Club - Men,78064,H.I.P,13,Flash Flood!,6,2015-07-18
PB&J 2015,Club - Men,78065,Riverside Ultimate,13,Space City Eclipse,5,2015-07-18
PB&J 2015,Club - Men,78066,Papa Bear,13,Zero Gravity,9,2015-07-18
PB&J 2015,Club - Men,78067,H.I.P,13,Zero Gravity,5,2015-07-18
PB&J 2015,Club - Men,78068,Riverside Ultimate,10,Papa Bear,13,2015-07-18
PB&J 2015,Club - Men,78069,Space City Eclipse,13,Flash Flood!,0,2015-07-18
PB&J 2015,Club - Men,78070,Space City Ignite,W,Deaf Fruit,F,2015-07-18
PB&J 2015,Club - Men,78071,Open Carry,13,Riverside Messengers,6,2015-07-18
PB&J 2015,Club - Men,78072,Hype,13,Houston Helix,6,2015-07-18
PB&J 2015,Club - Men,78073,Space City Ignite,13,Open Carry,5,2015-07-18
PB&J 2015,Club - Men,78074,Deaf Fruit,F,Hype,W,2015-07-18
PB&J 2015,Club - Men,78075,Riverside Messengers,8,Houston Helix,13,2015-07-18
PB&J 2015,Club - Men,78076,Space City Ignite,13,Hype,5,2015-07-18
PB&J 2015,Club - Men,78077,Open Carry,13,Houston Helix,10,2015-07-18
PB&J 2015,Club - Men,78078,Deaf Fruit,F,Riverside Messengers,W,2015-07-18
PB&J 2015,Club - Men,78079,Space City Ignite,13,Houston Helix,6,2015-07-18
PB&J 2015,Club - Men,78080,Open Carry,W,Deaf Fruit,F,2015-07-18
PB&J 2015,Club - Men,78081,Hype,13,Riverside Messengers,10,2015-07-18
PB&J 2015,Club - Men,78082,Space City Ignite,13,Riverside Messengers,3,2015-07-18
PB&J 2015,Club - Men,78083,Open Carry,13,Hype,7,2015-07-18
PB&J 2015,Club - Men,78084,Deaf Fruit,F,Houston Helix,W,2015-07-18
PB&J 2015,Club - Men,78089,H.I.P,13,Space City Ignite,8,2015-07-19
PB&J 2015,Club - Men,78087,Riverside Ultimate,6,H.I.P,13,2015-07-19
PB&J 2015,Club - Men,78642,Papa Bear,9,Space City Ignite,13,2015-07-19
PB&J 2015,Club - Men,78085,Riverside Ultimate,13,Open Carry,8,2015-07-19
PB&J 2015,Club - Men,78641,Papa Bear,13,Hype,10,2015-07-19
PB&J 2015,Club - Men,78090,Riverside Ultimate,13,Papa Bear,3,2015-07-19
PB&J 2015,Club - Men,78091,Open Carry,13,Hype,6,2015-07-19
PB&J 2015,Club - Men,78096,Zero Gravity,12,Space City Eclipse,9,2015-07-19
PB&J 2015,Club - Men,78094,Riverside Messengers,0,Zero Gravity,13,2015-07-19
PB&J 2015,Club - Men,78644,Space City Eclipse,13,Houston Helix,5,2015-07-19
PB&J 2015,Club - Men,78092,Flash Flood!,6,Riverside Messengers,13,2015-07-19
PB&J 2015,Club - Men,78643,Space City Eclipse,W,Deaf Fruit,F,2015-07-19
PB&J 2015,Club - Men,78097,Riverside Messengers,6,Houston Helix,13,2015-07-19
PB&J 2015,Club - Men,78098,Flash Flood!,W,Deaf Fruit,F,2015-07-19
PB&J 2015,Club - Mixed,77931,Lakefire,11,cHUMP,3,2015-07-18
PB&J 2015,Club - Mixed,77932,tHUMP,11,bHUMP,3,2015-07-18
PB&J 2015,Club - Mixed,77933,BLOB,11,Pad See Ew,5,2015-07-18
PB&J 2015,Club - Mixed,77934,Beta Iota Delta,11,Special Tactics,5,2015-07-18
PB&J 2015,Club - Mixed,77909,Risky Business,9,tHUMP,7,2015-07-18
PB&J 2015,Club - Mixed,77910,Lakefire,6,Beta Iota Delta,7,2015-07-18
PB&J 2015,Club - Mixed,77911,BLOB,11,cHUMP,2,2015-07-18
PB&J 2015,Club - Mixed,77912,Pad See Ew,8,Special Tactics,9,2015-07-18
PB&J 2015,Club - Mixed,77903,Risky Business,11,cHUMP,1,2015-07-18
PB&J 2015,Club - Mixed,77904,Lakefire,10,Special Tactics,7,2015-07-18
PB&J 2015,Club - Mixed,77905,Beta Iota Delta,11,bHUMP,7,2015-07-18
PB&J 2015,Club - Mixed,77906,tHUMP,11,Pad See Ew,3,2015-07-18
PB&J 2015,Club - Mixed,77913,Risky Business,8,Special Tactics,0,2015-07-18
PB&J 2015,Club - Mixed,77914,Lakefire,11,bHUMP,3,2015-07-18
PB&J 2015,Club - Mixed,77915,Beta Iota Delta,11,Pad See Ew,5,2015-07-18
PB&J 2015,Club - Mixed,77916,tHUMP,9,BLOB,7,2015-07-18
PB&J 2015,Club - Mixed,77917,Risky Business,10,Beta Iota Delta,5,2015-07-18
PB&J 2015,Club - Mixed,77918,tHUMP,11,cHUMP,4,2015-07-18
PB&J 2015,Club - Mixed,77919,BLOB,11,Special Tactics,8,2015-07-18
PB&J 2015,Club - Mixed,77920,Pad See Ew,11,bHUMP,6,2015-07-18
PB&J 2015,Club - Mixed,77899,Risky Business,11,BLOB,5,2015-07-19
PB&J 2015,Club - Mixed,77900,Lakefire,10,tHUMP,9,2015-07-19
PB&J 2015,Club - Mixed,77901,Pad See Ew,8,cHUMP,11,2015-07-19
PB&J 2015,Club - Mixed,77902,bHUMP,11,Special Tactics,10,2015-07-19
PB&J 2015,Club - Mixed,77907,Beta Iota Delta,11,cHUMP,2,2015-07-19
PB&J 2015,Club - Mixed,77908,BLOB,9,bHUMP,7,2015-07-19
PB&J 2015,Club - Mixed,77925,Risky Business,9,Lakefire,4,2015-07-19
PB&J 2015,Club - Mixed,77926,tHUMP,11,Special Tactics,3,2015-07-19
PB&J 2015,Club - Mixed,77927,Risky Business,11,Pad See Ew,3,2015-07-19
PB&J 2015,Club - Mixed,77928,Lakefire,6,BLOB,11,2015-07-19
PB&J 2015,Club - Mixed,77929,Beta Iota Delta,5,tHUMP,11,2015-07-19
PB&J 2015,Club - Mixed,77930,bHUMP,11,cHUMP,8,2015-07-19
PB&J 2015,Club - Mixed,77921,Risky Business,11,bHUMP,3,2015-07-19
PB&J 2015,Club - Mixed,77922,Lakefire,11,Pad See Ew,3,2015-07-19
PB&J 2015,Club - Mixed,77923,Beta Iota Delta,6,BLOB,11,2015-07-19
PB&J 2015,Club - Mixed,77924,Special Tactics,11,cHUMP,3,2015-07-19
Philly Invite XI,Club - Mixed,77116,Metro North,15,Lions,11,2015-07-18
Philly Invite XI,Club - Mixed,77117,The Muffin Men,15,Ant Madness,13,2015-07-18
Philly Invite XI,Club - Mixed,77118,Metro North,15,Ant Madness,6,2015-07-18
Philly Invite XI,Club - Mixed,77119,The Muffin Men,15,Lions,9,2015-07-18
Philly Invite XI,Club - Mixed,77120,Metro North,15,The Muffin Men,13,2015-07-18
Philly Invite XI,Club - Mixed,77121,Lions,10,Ant Madness,12,2015-07-18
Philly Invite XI,Club - Mixed,77122,Bang!,15,Jughandle,10,2015-07-18
Philly Invite XI,Club - Mixed,77123,Sparkle Ponies,15,American Hyperbole,11,2015-07-18
Philly Invite XI,Club - Mixed,77124,Bang!,15,American Hyperbole,9,2015-07-18
Philly Invite XI,Club - Mixed,77125,Sparkle Ponies,13,Jughandle,15,2015-07-18
Philly Invite XI,Club - Mixed,77126,Bang!,15,Sparkle Ponies,7,2015-07-18
Philly Invite XI,Club - Mixed,77127,Jughandle,15,American Hyperbole,12,2015-07-18
Philly Invite XI,Club - Mixed,77470,Clue,15,BITMAP,10,2015-07-18
Philly Invite XI,Club - Mixed,77471,Lake Avengers,15,Hatch,10,2015-07-18
Philly Invite XI,Club - Mixed,77472,Clue,15,Hatch,5,2015-07-18
Philly Invite XI,Club - Mixed,77473,Lake Avengers,10,BITMAP,15,2015-07-18
Philly Invite XI,Club - Mixed,77474,Clue,15,Lake Avengers,9,2015-07-18
Philly Invite XI,Club - Mixed,77475,BITMAP,15,Hatch,10,2015-07-18
