date,rank,team,rating,perc_ratings,wins,losses,w_pct,sos,sos_rank,division,gender,season,is_final,key
2020-09-04,63,Thoroughbred,-0.71,14.6,17,11,0.61,-1.29,94,Club,Mixed,2016,1,2969
2020-09-04,64,Freetail,-0.72,14.5,15,6,0.71,-1.92,153,Club,Mixed,2016,1,2970
2020-09-04,65,panIC,-0.73,14.4,15,19,0.44,-0.34,26,Club,Mixed,2016,1,2971
2020-09-04,66,Kermit Roosevelt Jr.,-0.75,14.0,13,6,0.68,-1.67,128,Club,Mixed,2016,1,2972
2020-09-04,67,Crash,-0.78,13.7,12,10,0.55,-0.78,48,Club,Mixed,2016,1,2973
2020-09-04,68,tHUMP,-0.79,13.6,19,9,0.68,-1.7,130,Club,Mixed,2016,1,2974
2020-09-04,69,Ant Madness,-0.82,13.3,15,11,0.58,-1.17,82,Club,Mixed,2016,1,2975
2020-09-04,70,American Barbecue,-0.83,13.1,12,8,0.6,-1.33,97,Club,Mixed,2016,1,2976
2020-09-04,71,Mixed Nuts,-0.88,12.6,23,8,0.74,-2.13,176,Club,Mixed,2016,1,2977
2020-09-04,72,Moontower,-0.91,12.3,18,11,0.62,-1.67,127,Club,Mixed,2016,1,2978
2020-09-04,73,BoyShe,-0.92,12.2,12,10,0.55,-0.99,63,Club,Mixed,2016,1,2979
2020-09-04,74,PleasureTown,-0.93,12.0,11,10,0.52,-0.84,52,Club,Mixed,2016,1,2980
2020-09-04,75,Alchemy,-0.96,11.8,9,11,0.45,-0.59,35,Club,Mixed,2016,1,2981
2020-09-04,76,Method,-1.08,10.5,8,6,0.57,-1.26,92,Club,Mixed,2016,1,2982
2020-09-04,77,Last Call,-1.09,10.5,11,10,0.52,-1.21,85,Club,Mixed,2016,1,2983
2020-09-04,78,Enough Monkeys,-1.1,10.4,12,3,0.8,-2.64,218,Club,Mixed,2016,1,2984
2020-09-04,79,Tyrannis,-1.1,10.3,17,18,0.49,-0.97,62,Club,Mixed,2016,1,2985
2020-09-04,80,Distelfink,-1.16,9.8,13,13,0.5,-1.18,83,Club,Mixed,2016,1,2986
2020-09-04,81,The Hucking Dead,-1.19,9.6,17,15,0.53,-1.33,96,Club,Mixed,2016,1,2987
2020-09-04,82,Mojo Jojo,-1.2,9.5,16,14,0.53,-1.31,95,Club,Mixed,2016,1,2988
2020-09-04,83,The Administrators,-1.25,9.0,8,11,0.42,-0.57,34,Club,Mixed,2016,1,2989
2020-09-04,84,Gecko,-1.27,8.9,3,3,0.5,-1.05,69,Club,Mixed,2016,1,2990
2020-09-04,85,Mad Udderburn,-1.28,8.8,12,17,0.41,-0.73,44,Club,Mixed,2016,1,2991
2020-09-04,86,ROC'em,-1.38,8.0,7,8,0.47,-0.95,61,Club,Mixed,2016,1,2992
2020-09-04,87,Pegasus,-1.38,8.0,10,11,0.48,-1.1,76,Club,Mixed,2016,1,2993
2020-09-04,88,Donuts,-1.39,7.9,8,11,0.42,-0.82,49,Club,Mixed,2016,1,2994
2020-09-04,89,KOD,-1.4,7.9,10,11,0.48,-1.25,90,Club,Mixed,2016,1,2995
2020-09-04,90,Huntsville Method,-1.44,7.6,5,2,0.71,-2.55,209,Club,Mixed,2016,1,2996
2020-09-04,91,Seattle Freeze,-1.47,7.4,10,16,0.38,-0.67,39,Club,Mixed,2016,1,2997
2020-09-04,92,Shakedown,-1.47,7.4,12,9,0.57,-1.73,135,Club,Mixed,2016,1,2998
2020-09-04,93,Mesteño,-1.5,7.2,13,17,0.43,-1.08,72,Club,Mixed,2016,1,2999
2020-09-04,94,Minneapolis Millers,-1.5,7.2,6,7,0.46,-1.11,77,Club,Mixed,2016,1,3000
2020-09-04,95,Malice in Wonderland,-1.51,7.1,10,14,0.42,-1.06,70,Club,Mixed,2016,1,3001
2020-09-04,96,Murmur,-1.51,7.1,14,18,0.44,-1.13,78,Club,Mixed,2016,1,3002
2020-09-04,97,Darkwing,-1.53,7.0,11,11,0.5,-1.44,106,Club,Mixed,2016,1,3003
2020-09-04,98,Family Style,-1.54,6.9,10,8,0.56,-1.76,136,Club,Mixed,2016,1,3004
2020-09-04,99,Risky Business,-1.57,6.7,18,17,0.51,-1.63,123,Club,Mixed,2016,1,3005
2020-09-04,100,Memphis Hustle & Flow,-1.59,6.6,10,4,0.71,-2.69,222,Club,Mixed,2016,1,3006
2020-09-04,101,Bexar Necessities,-1.6,6.5,4,3,0.57,-1.71,133,Club,Mixed,2016,1,3007
2020-09-04,102,Swamp Rabbit,-1.63,6.4,15,13,0.54,-1.8,141,Club,Mixed,2016,1,3008
2020-09-04,103,Sweet Action,-1.65,6.3,15,16,0.48,-1.43,104,Club,Mixed,2016,1,3009
2020-09-04,104,Sunken Circus,-1.65,6.3,14,8,0.64,-2.39,199,Club,Mixed,2016,1,3010
2020-09-04,105,Platypi,-1.65,6.2,9,16,0.36,-0.68,40,Club,Mixed,2016,1,3011
2020-09-04,106,MTF,-1.65,6.2,8,11,0.42,-1.22,87,Club,Mixed,2016,1,3012
2020-09-04,107,Mastodon,-1.66,6.2,11,12,0.48,-1.51,112,Club,Mixed,2016,1,3013
2020-09-04,108,LoveShack,-1.66,6.2,13,18,0.42,-1.2,84,Club,Mixed,2016,1,3014
2020-09-04,109,Grand Army.,-1.67,6.1,11,12,0.48,-1.6,119,Club,Mixed,2016,1,3015
2020-09-04,110,Goose Lee,-1.69,6.0,10,8,0.56,-1.8,140,Club,Mixed,2016,1,3016
2020-09-04,111,theRUB,-1.7,6.0,7,5,0.58,-1.99,158,Club,Mixed,2016,1,3017
2020-09-04,112,Jolly Roger,-1.71,5.9,8,10,0.44,-1.48,108,Club,Mixed,2016,1,3018
2020-09-04,113,MixCats,-1.74,5.8,4,3,0.57,-1.7,131,Club,Mixed,2016,1,3019
2020-09-04,114,Rising Tide,-1.79,5.5,4,3,0.57,-2.16,180,Club,Mixed,2016,1,3020
2020-09-04,115,Groove,-1.8,5.4,8,12,0.4,-1.16,81,Club,Mixed,2016,1,3021
2020-09-04,116,Townies,-1.85,5.1,8,6,0.57,-2.18,181,Club,Mixed,2016,1,3022
2020-09-04,117,Buffalo Lake Effect,-1.89,5.0,13,15,0.46,-1.66,126,Club,Mixed,2016,1,3023
2020-09-04,118,Mimosas,-1.94,4.8,7,6,0.54,-2.08,170,Club,Mixed,2016,1,3024
2020-09-04,119,Carolina Reign,-1.95,4.7,13,17,0.43,-1.54,115,Club,Mixed,2016,1,3025
2020-09-04,120,Spirit Fowl,-1.96,4.7,6,5,0.55,-2.21,187,Club,Mixed,2016,1,3026
2020-09-04,121,Voltaje U.C,-1.96,4.6,1,6,0.14,0.96,6,Club,Mixed,2016,1,3027
2020-09-04,122,Coalition Ultimate,-1.98,4.6,9,13,0.41,-1.39,100,Club,Mixed,2016,1,3028
2020-09-04,123,Wingdings,-1.99,4.5,10,21,0.32,-0.91,59,Club,Mixed,2016,1,3029
2020-09-04,124,Igneous Ultimate,-2.08,4.2,3,3,0.5,-2.08,169,Club,Mixed,2016,1,3030
2020-09-04,125,HAOS,-2.09,4.1,11,9,0.55,-2.36,195,Club,Mixed,2016,1,3031
2020-09-04,126,Ranier Mountaineers,-2.09,4.1,2,1,0.67,-3.32,245,Club,Mixed,2016,1,3032
2020-09-04,127,Twonies,-2.09,4.1,3,5,0.38,-1.51,110,Club,Mixed,2016,1,3033
2020-09-04,128,Unlimited Swipes,-2.09,4.1,8,5,0.62,-2.66,219,Club,Mixed,2016,1,3034
2020-09-04,129,Boxcar,-2.11,4.0,10,14,0.42,-1.63,124,Club,Mixed,2016,1,3035
2020-09-04,130,Boomtown Pandas,-2.17,3.8,10,11,0.48,-2.09,171,Club,Mixed,2016,1,3036
2020-09-04,131,Los Penguinos,-2.17,3.8,8,13,0.38,-1.62,122,Club,Mixed,2016,1,3037
2020-09-04,132,Sabotage,-2.19,3.7,11,15,0.42,-1.78,137,Club,Mixed,2016,1,3038
2020-09-04,133,Trash Pandas,-2.19,3.7,10,16,0.38,-1.6,120,Club,Mixed,2016,1,3039
2020-09-04,134,Balloon,-2.21,3.6,13,14,0.48,-2.16,179,Club,Mixed,2016,1,3040
2020-09-04,135,Dixon Melons,-2.23,3.6,3,4,0.43,-1.96,155,Club,Mixed,2016,1,3041
2020-09-04,136,Tlacuaches,-2.25,3.5,4,3,0.57,-2.73,226,Club,Mixed,2016,1,3042
2020-09-04,137,DTH,-2.25,3.5,8,7,0.53,-2.45,205,Club,Mixed,2016,1,3043
2020-09-04,138,The Bandits,-2.26,3.5,9,12,0.43,-1.89,152,Club,Mixed,2016,1,3044
2020-09-04,139,Superstition,-2.29,3.4,9,16,0.36,-1.56,117,Club,Mixed,2016,1,3045
2020-09-04,140,Raft Ultimate,-2.32,3.3,1,6,0.14,0.34,18,Club,Mixed,2016,1,3046
2020-09-04,141,Toast,-2.34,3.2,18,16,0.53,-2.55,210,Club,Mixed,2016,1,3047
2020-09-04,142,Wildstyle,-2.37,3.1,11,16,0.41,-1.87,149,Club,Mixed,2016,1,3048
2020-09-04,143,Code Blue,-2.41,3.0,2,3,0.4,-2.14,178,Club,Mixed,2016,1,3049
2020-09-04,144,Free Ride,-2.41,3.0,10,11,0.48,-2.24,188,Club,Mixed,2016,1,3050
2020-09-04,145,Legion,-2.42,3.0,16,16,0.5,-2.4,201,Club,Mixed,2016,1,3051
2020-09-04,146,Sir Walter Rowdy,-2.42,3.0,6,13,0.32,-1.55,116,Club,Mixed,2016,1,3052
2020-09-04,147,Breakers Mark,-2.42,3.0,2,3,0.4,-2.11,173,Club,Mixed,2016,1,3053
2020-09-04,148,Fireball,-2.43,3.0,3,3,0.5,-2.6,214,Club,Mixed,2016,1,3054
2020-09-04,149,"All Jeeps, All Night",-2.45,2.9,3,3,0.5,-2.41,202,Club,Mixed,2016,1,3055
2020-09-04,150,Mishigami,-2.48,2.8,13,12,0.52,-2.6,213,Club,Mixed,2016,1,3056
2020-09-04,151,Victoria Mixed,-2.49,2.8,3,5,0.38,-1.81,142,Club,Mixed,2016,1,3057
2020-09-04,152,Absolute Zero,-2.53,2.7,1,3,0.25,-0.99,64,Club,Mixed,2016,1,3058
2020-09-04,153,DUMDUMs,-2.54,2.7,1,2,0.33,-2.21,186,Club,Mixed,2016,1,3059
2020-09-04,154,Natural Twenties,-2.59,2.5,2,4,0.33,-2.07,167,Club,Mixed,2016,1,3060
2020-09-04,155,Hairy Otter,-2.59,2.5,11,16,0.41,-2.13,175,Club,Mixed,2016,1,3061
2020-09-04,156,Rainbow,-2.62,2.5,11,10,0.52,-2.92,237,Club,Mixed,2016,1,3062
2020-09-04,157,Instant Karma,-2.62,2.5,9,8,0.53,-2.85,235,Club,Mixed,2016,1,3063
2020-09-04,158,Buckwild,-2.63,2.4,6,8,0.43,-2.36,196,Club,Mixed,2016,1,3064
2020-09-04,159,OutKast,-2.64,2.4,4,8,0.33,-1.71,132,Club,Mixed,2016,1,3065
2020-09-04,160,Nautilus,-2.68,2.3,11,14,0.44,-2.33,191,Club,Mixed,2016,1,3066
2020-09-04,161,RUT,-2.7,2.3,7,8,0.47,-2.63,216,Club,Mixed,2016,1,3067
2020-09-04,162,Flying Circus Disc Club,-2.71,2.2,3,8,0.27,-1.51,111,Club,Mixed,2016,1,3068
2020-09-04,163,DR,-2.75,2.2,5,8,0.38,-2.21,184,Club,Mixed,2016,1,3069
2020-09-04,164,ELevate,-2.76,2.1,11,19,0.37,-2.03,161,Club,Mixed,2016,1,3070
2020-09-04,165,Providence Mob,-2.79,2.1,9,10,0.47,-2.75,230,Club,Mixed,2016,1,3071
2020-09-04,166,Drunk in Space,-2.79,2.1,5,6,0.45,-2.74,228,Club,Mixed,2016,1,3072
2020-09-04,167,Panamá,-2.83,2.0,0,7,0.0,1.22,2,Club,Mixed,2016,1,3073
2020-09-04,168,The Abusement Park,-2.86,1.9,8,16,0.33,-1.84,148,Club,Mixed,2016,1,3074
2020-09-04,169,Crucible,-2.89,1.9,5,14,0.26,-1.69,129,Club,Mixed,2016,1,3075
2020-09-04,170,Happy Cows,-2.9,1.9,2,4,0.33,-2.4,200,Club,Mixed,2016,1,3076
2020-09-04,171,Midnight Whiskey,-2.92,1.8,1,4,0.2,-1.89,151,Club,Mixed,2016,1,3077
2020-09-04,172,Lord Fairfax,-2.93,1.8,12,15,0.44,-2.69,221,Club,Mixed,2016,1,3078
2020-09-04,173,Shipwreck,-2.95,1.8,3,7,0.3,-2.14,177,Club,Mixed,2016,1,3079
2020-09-04,174,The Strangers,-2.95,1.8,7,17,0.29,-1.65,125,Club,Mixed,2016,1,3080
2020-09-04,175,The Herd,-2.98,1.7,1,5,0.17,-1.5,109,Club,Mixed,2016,1,3081
2020-09-04,176,B.L.U.R.Foot,-3.0,1.7,2,5,0.29,-2.04,163,Club,Mixed,2016,1,3082
2020-09-04,177,Dumpster Fire,-3.01,1.7,4,9,0.31,-2.07,166,Club,Mixed,2016,1,3083
2020-09-04,178,Tragic Magic,-3.02,1.7,2,5,0.29,-2.19,183,Club,Mixed,2016,1,3084
2020-09-04,179,Sports Team,-3.05,1.6,1,4,0.2,-1.83,145,Club,Mixed,2016,1,3085
2020-09-04,180,Ursa Major,-3.07,1.6,6,13,0.32,-2.05,164,Club,Mixed,2016,1,3086
2020-09-04,181,BITMAP,-3.08,1.6,6,14,0.3,-2.02,159,Club,Mixed,2016,1,3087
2020-09-04,182,Lakefire,-3.08,1.6,6,15,0.29,-1.97,157,Club,Mixed,2016,1,3088
2020-09-04,183,Los  Heros,-3.1,1.5,10,16,0.38,-2.33,193,Club,Mixed,2016,1,3089
2020-09-04,184,Fuster,-3.14,1.5,2,4,0.33,-2.75,229,Club,Mixed,2016,1,3090
2020-09-04,185,COLOMBIA U19 MIXED TEAM,-3.15,1.5,0,7,0.0,0.46,15,Club,Mixed,2016,1,3091
2020-09-04,186,8 Bit Heroes,-3.16,1.4,9,11,0.45,-3.06,241,Club,Mixed,2016,1,3092
2020-09-04,187,Burn Cycle,-3.17,1.4,2,10,0.17,-1.33,99,Club,Mixed,2016,1,3093
2020-09-04,188,Kowabunga,-3.18,1.4,2,4,0.33,-2.7,223,Club,Mixed,2016,1,3094
2020-09-04,189,flATLine,-3.25,1.3,1,5,0.17,-1.88,150,Club,Mixed,2016,1,3095
2020-09-04,190,Fiesta,-3.25,1.3,2,9,0.18,-1.79,139,Club,Mixed,2016,1,3096
2020-09-04,191,Stackcats,-3.26,1.3,9,16,0.36,-2.51,207,Club,Mixed,2016,1,3097
2020-09-04,192,Alamo Flow,-3.27,1.3,2,4,0.33,-2.72,224,Club,Mixed,2016,1,3098
2020-09-04,193,Varsity,-3.28,1.3,4,8,0.33,-2.57,212,Club,Mixed,2016,1,3099
2020-09-04,194,North Coast,-3.29,1.3,9,12,0.43,-2.9,236,Club,Mixed,2016,1,3100
2020-09-04,195,Throws of Passion,-3.3,1.3,10,15,0.4,-2.82,234,Club,Mixed,2016,1,3101
2020-09-04,196,Moonshine,-3.37,1.2,9,16,0.36,-2.44,204,Club,Mixed,2016,1,3102
2020-09-04,197,AC Bandits,-3.39,1.2,2,9,0.18,-1.78,138,Club,Mixed,2016,1,3103
2020-09-04,198,FLI,-3.41,1.1,5,7,0.42,-3.2,243,Club,Mixed,2016,1,3104
2020-09-04,199,Rainier Mountaineers,-3.44,1.1,1,6,0.14,-1.6,121,Club,Mixed,2016,1,3105
2020-09-04,200,Blitzkrieg,-3.46,1.1,0,6,0.0,-1.0,67,Club,Mixed,2016,1,3106
2020-09-04,201,Astris,-3.46,1.1,0,4,0.0,-1.0,66,Club,Mixed,2016,1,3107
2020-09-04,202,Mixed on the Rock,-3.55,1.0,1,10,0.09,-1.54,113,Club,Mixed,2016,1,3108
2020-09-04,203,Skyhawks,-3.55,1.0,6,13,0.32,-2.62,215,Club,Mixed,2016,1,3109
2020-09-04,204,Naughty Love,-3.56,1.0,1,11,0.08,-1.27,93,Club,Mixed,2016,1,3110
2020-09-04,205,Stump Kids,-3.58,1.0,1,4,0.2,-2.76,231,Club,Mixed,2016,1,3111
2020-09-04,206,Mixtape,-3.58,1.0,5,19,0.21,-1.84,146,Club,Mixed,2016,1,3112
2020-09-04,207,Boone!Shaka,-3.59,0.9,1,6,0.14,-1.96,154,Club,Mixed,2016,1,3113
2020-09-04,208,Mixed Pi,-3.6,0.9,3,4,0.43,-3.47,248,Club,Mixed,2016,1,3114
2020-09-04,209,Jabba the Huck,-3.61,0.9,8,19,0.3,-2.52,208,Club,Mixed,2016,1,3115
2020-09-04,210,Albany Airbenders,-3.63,0.9,4,17,0.19,-2.12,174,Club,Mixed,2016,1,3116
2020-09-04,211,Charlotte Ultimate League Team,-3.63,0.9,0,5,0.0,-1.42,102,Club,Mixed,2016,1,3117
2020-09-04,212,Swag State,-3.64,0.9,1,8,0.11,-1.58,118,Club,Mixed,2016,1,3118
2020-09-04,213,Clinton Interns,-3.68,0.9,1,5,0.17,-2.21,185,Club,Mixed,2016,1,3119
2020-09-04,214,Baba Yaga/Dack,-3.69,0.9,0,4,0.0,-2.05,165,Club,Mixed,2016,1,3120
2020-09-04,215,Mystery Box,-3.71,0.8,4,13,0.24,-2.55,211,Club,Mixed,2016,1,3121
2020-09-04,216,Mixfits,-3.74,0.8,0,4,0.0,-1.54,114,Club,Mixed,2016,1,3122
2020-09-04,217,Springs Mixed Ultimate Team SMUT,-3.74,0.8,3,8,0.27,-2.68,220,Club,Mixed,2016,1,3123
2020-09-04,218,Bluffdragons,-3.82,0.8,1,12,0.08,-1.24,88,Club,Mixed,2016,1,3124
2020-09-04,219,Slam,-3.87,0.7,3,15,0.17,-2.1,172,Club,Mixed,2016,1,3125
2020-09-04,220,defunct,-3.88,0.7,1,4,0.2,-3.02,240,Club,Mixed,2016,1,3126
2020-09-04,221,Turmoil,-3.97,0.7,1,7,0.12,-2.34,194,Club,Mixed,2016,1,3127
2020-09-04,222,Thunderpants the Magic Dragon,-4.0,0.6,6,8,0.43,-3.79,249,Club,Mixed,2016,1,3128
2020-09-04,223,WOOcestershire Sauce,-4.02,0.6,0,4,0.0,-1.96,156,Club,Mixed,2016,1,3129
2020-09-04,224,Dead Reckoning,-4.02,0.6,2,11,0.15,-2.51,206,Club,Mixed,2016,1,3130
2020-09-04,225,Sock Guy,-4.03,0.6,2,5,0.29,-3.47,247,Club,Mixed,2016,1,3131
2020-09-04,226,Pronghorn,-4.11,0.6,3,13,0.19,-2.38,198,Club,Mixed,2016,1,3132
2020-09-04,227,Nonsuch Ultimate,-4.12,0.6,0,7,0.0,-1.48,107,Club,Mixed,2016,1,3133
2020-09-04,228,Doppler Effect,-4.13,0.6,4,15,0.21,-2.74,227,Club,Mixed,2016,1,3134
2020-09-04,229,Force Collins,-4.14,0.6,2,9,0.18,-2.63,217,Club,Mixed,2016,1,3135
2020-09-04,230,Cutthroat,-4.15,0.5,1,12,0.08,-1.73,134,Club,Mixed,2016,1,3136
2020-09-04,231,Liquid Hustle B,-4.19,0.5,4,22,0.15,-2.18,182,Club,Mixed,2016,1,3137
2020-09-04,232,I-79,-4.22,0.5,4,17,0.19,-2.43,203,Club,Mixed,2016,1,3138
2020-09-04,233,Hasselhoff's Rolex,-4.32,0.5,0,5,0.0,-2.36,197,Club,Mixed,2016,1,3139
2020-09-04,234,Stormborn,-4.32,0.5,6,18,0.25,-2.97,239,Club,Mixed,2016,1,3140
2020-09-04,235,Mud Turtles,-4.34,0.5,2,15,0.12,-2.07,168,Club,Mixed,2016,1,3141
2020-09-04,236,Norfolkin' Around,-4.36,0.4,5,14,0.26,-3.1,242,Club,Mixed,2016,1,3142
2020-09-04,237,Fifth Element,-4.42,0.4,4,22,0.15,-2.28,189,Club,Mixed,2016,1,3143
2020-09-04,238,Bulleit Train,-4.6,0.3,0,15,0.0,-1.07,71,Club,Mixed,2016,1,3144
2020-09-04,239,Pandas,-4.63,0.3,1,11,0.08,-2.3,190,Club,Mixed,2016,1,3145
2020-09-04,240,Pandatime,-4.69,0.3,0,5,0.0,-2.72,225,Club,Mixed,2016,1,3146
2020-09-04,241,k0d,-4.77,0.3,0,15,0.0,-1.14,79,Club,Mixed,2016,1,3147
2020-09-04,242,Dreamcatchers Ultimate,-4.84,0.3,0,10,0.0,-2.04,162,Club,Mixed,2016,1,3148
2020-09-04,243,Special Tactics,-4.88,0.3,0,10,0.0,-1.81,143,Club,Mixed,2016,1,3149
2020-09-04,244,Spirit Quest,-5.25,0.2,0,6,0.0,-3.37,246,Club,Mixed,2016,1,3150
2020-09-04,245,Turnstyle,-5.4,0.2,0,11,0.0,-2.33,192,Club,Mixed,2016,1,3151
2020-09-04,246,Bro Kittens,-5.71,0.1,0,6,0.0,-3.29,244,Club,Mixed,2016,1,3152
2020-09-04,247,Get A Baby,-5.73,0.1,0,13,0.0,-2.92,238,Club,Mixed,2016,1,3153
2020-09-04,248,Goosebumps and Hucks,-5.74,0.1,1,18,0.05,-2.81,232,Club,Mixed,2016,1,3154
2020-09-04,249,First Order,-5.76,0.1,0,12,0.0,-2.81,233,Club,Mixed,2016,1,3155
2020-09-03,1,North Carolina,4.61,95.5,42,2,0.95,1.45,1,College,Men,2018,1,3156
2020-09-03,2,Oregon,3.44,86.7,34,5,0.87,1.05,5,College,Men,2018,1,3157
2020-09-03,3,Carleton College,3.2,83.7,39,7,0.85,0.89,10,College,Men,2018,1,3158
2020-09-03,4,Washington,2.82,77.9,38,9,0.81,0.88,12,College,Men,2018,1,3159
2020-09-03,5,Pittsburgh,2.82,77.9,31,9,0.78,0.95,8,College,Men,2018,1,3160
2020-09-03,6,Brown,2.78,77.3,26,9,0.74,1.42,2,College,Men,2018,1,3161
2020-09-03,7,Minnesota,2.46,71.0,33,10,0.77,1.03,6,College,Men,2018,1,3162
2020-09-03,8,Massachusetts,2.45,70.9,24,9,0.73,1.21,3,College,Men,2018,1,3163
2020-09-03,9,Wisconsin,2.4,69.8,31,13,0.7,1.09,4,College,Men,2018,1,3164
2020-09-03,10,Florida,2.14,64.2,31,10,0.76,0.73,18,College,Men,2018,1,3165
2020-09-03,11,North Carolina-Wilmington,2.14,64.0,31,9,0.78,0.62,26,College,Men,2018,1,3166
2020-09-03,12,Georgia,2.0,60.7,20,8,0.71,0.9,9,College,Men,2018,1,3167
2020-09-03,13,William & Mary,1.97,60.0,37,10,0.79,0.38,36,College,Men,2018,1,3168
2020-09-03,14,Bryant,1.86,57.4,21,2,0.91,-0.64,98,College,Men,2018,1,3169
2020-09-03,15,Virginia Tech,1.77,55.2,25,11,0.69,0.79,14,College,Men,2018,1,3170
2020-09-03,16,Middlebury,1.65,52.3,31,4,0.89,-0.63,97,College,Men,2018,1,3171
2020-09-03,17,Air Force,1.63,51.8,36,3,0.92,-1.34,179,College,Men,2018,1,3172
2020-09-03,18,Stanford,1.61,51.2,25,12,0.68,0.72,19,College,Men,2018,1,3173
2020-09-03,19,Colorado,1.6,51.1,22,11,0.67,0.7,20,College,Men,2018,1,3174
2020-09-03,20,Cal Poly-SLO,1.57,50.3,27,15,0.64,0.89,11,College,Men,2018,1,3175
2020-09-03,21,North Carolina State,1.56,50.0,26,16,0.62,1.03,7,College,Men,2018,1,3176
2020-09-03,22,Colorado State,1.5,48.6,24,9,0.73,0.35,37,College,Men,2018,1,3177
2020-09-03,23,Auburn,1.48,48.1,26,14,0.65,0.69,22,College,Men,2018,1,3178
2020-09-03,24,Texas,1.47,47.9,28,14,0.67,0.55,29,College,Men,2018,1,3179
2020-09-03,25,Brigham Young,1.47,47.8,21,10,0.68,0.39,33,College,Men,2018,1,3180
2020-09-03,26,Tufts,1.42,46.6,21,11,0.66,0.67,23,College,Men,2018,1,3181
2020-09-03,27,Texas A&M,1.31,43.7,17,9,0.65,0.59,28,College,Men,2018,1,3182
2020-09-03,28,Maryland,1.27,42.7,28,18,0.61,0.78,16,College,Men,2018,1,3183
2020-09-03,29,Iowa,1.2,41.1,20,8,0.71,0.25,42,College,Men,2018,1,3184
2020-09-03,30,Texas State,1.14,39.5,27,8,0.77,-0.37,72,College,Men,2018,1,3185
2020-09-03,31,Carnegie Mellon,1.12,39.1,21,11,0.66,0.22,45,College,Men,2018,1,3186
2020-09-03,32,Dartmouth,1.05,37.6,23,10,0.7,0.12,50,College,Men,2018,1,3187
2020-09-03,33,Texas-Dallas,1.02,36.9,26,7,0.79,-0.49,78,College,Men,2018,1,3188
2020-09-03,34,Emory,0.96,35.5,19,10,0.66,0.2,46,College,Men,2018,1,3189
2020-09-03,35,Connecticut,0.94,34.9,28,17,0.62,0.3,40,College,Men,2018,1,3190
2020-09-03,36,LSU,0.91,34.3,19,16,0.54,0.69,21,College,Men,2018,1,3191
2020-09-03,37,Northwestern,0.91,34.3,25,19,0.57,0.59,27,College,Men,2018,1,3192
2020-09-03,38,Michigan,0.87,33.4,15,12,0.56,0.74,17,College,Men,2018,1,3193
2020-09-03,39,Northeastern,0.85,33.0,21,15,0.58,0.51,30,College,Men,2018,1,3194
2020-09-03,40,Mary Washington,0.85,32.9,30,8,0.79,-0.73,110,College,Men,2018,1,3195
2020-09-03,41,Western Washington,0.84,32.6,20,14,0.59,0.4,32,College,Men,2018,1,3196
2020-09-03,42,Ohio State,0.83,32.4,29,12,0.71,-0.15,62,College,Men,2018,1,3197
2020-09-03,43,Kennesaw State,0.81,32.0,25,9,0.74,-0.65,100,College,Men,2018,1,3198
2020-09-03,44,Victoria,0.8,31.9,16,15,0.52,0.81,13,College,Men,2018,1,3199
2020-09-03,45,Georgetown,0.79,31.7,26,19,0.58,0.45,31,College,Men,2018,1,3200
2020-09-03,46,Illinois,0.69,29.6,24,16,0.6,0.3,39,College,Men,2018,1,3201
2020-09-03,47,Georgia Tech,0.68,29.4,21,10,0.68,-0.24,64,College,Men,2018,1,3202
2020-09-03,48,James Madison,0.58,27.3,21,16,0.57,0.39,34,College,Men,2018,1,3203
2020-09-03,49,South Carolina,0.54,26.4,17,11,0.61,0.06,52,College,Men,2018,1,3204
2020-09-03,50,California,0.51,25.9,28,20,0.58,0.16,47,College,Men,2018,1,3205
2020-09-03,51,Rutgers,0.49,25.5,20,5,0.8,-1.02,137,College,Men,2018,1,3206
2020-09-03,52,Southern California,0.48,25.4,20,14,0.59,0.07,51,College,Men,2018,1,3207
2020-09-03,53,Kansas,0.46,24.9,19,13,0.59,-0.02,55,College,Men,2018,1,3208
2020-09-03,54,North Carolina-Charlotte,0.45,24.7,16,12,0.57,0.14,49,College,Men,2018,1,3209
2020-09-03,55,Florida State,0.45,24.7,22,20,0.52,0.38,35,College,Men,2018,1,3210
2020-09-03,56,Carleton College-GoP,0.44,24.5,30,12,0.71,-0.72,107,College,Men,2018,1,3211
2020-09-03,57,Bowdoin,0.42,24.2,17,9,0.65,-0.35,71,College,Men,2018,1,3212
2020-09-03,58,Cornell,0.38,23.5,17,9,0.65,-0.31,65,College,Men,2018,1,3213
2020-09-03,59,Harvard,0.37,23.3,19,18,0.51,0.32,38,College,Men,2018,1,3214
2020-09-03,60,Temple,0.34,22.7,24,10,0.71,-0.68,102,College,Men,2018,1,3215
2020-09-03,61,Santa Clara,0.33,22.6,22,11,0.67,-0.61,94,College,Men,2018,1,3216
2020-09-03,62,Marquette,0.31,22.3,21,10,0.68,-0.6,91,College,Men,2018,1,3217
2020-09-03,63,Notre Dame,0.28,21.7,21,10,0.68,-0.51,82,College,Men,2018,1,3218
2020-09-03,64,Richmond,0.28,21.7,24,13,0.65,-0.51,80,College,Men,2018,1,3219
2020-09-03,65,British Columbia,0.26,21.4,10,12,0.45,0.63,25,College,Men,2018,1,3220
2020-09-03,66,Utah,0.21,20.6,25,13,0.66,-0.62,95,College,Men,2018,1,3221
2020-09-03,67,Villanova,0.2,20.4,21,11,0.66,-0.54,85,College,Men,2018,1,3222
